table_name,district,hashtags,source
playgrounds,Friedrichshain-Kreuzberg,"#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Neukölln,"#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Tempelhof-Schöneberg,"#underserved,#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Charlottenburg-Wilmersdorf,"#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Mitte,"#underserved,#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Pankow,"#underserved,#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Steglitz-Zehlendorf,"#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Treptow-Köpenick,"#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Lichtenberg,"#low-variability,#medium-variability",sultan-playgrounds-react
playgrounds,Lichtenberg,,sultan-playgrounds-rule_based
playgrounds,Friedrichshain-Kreuzberg,#well-served,sultan-playgrounds-rule_based
playgrounds,Neukölln,,sultan-playgrounds-rule_based
playgrounds,Tempelhof-Schöneberg,,sultan-playgrounds-rule_based
playgrounds,Marzahn-Hellersdorf,#well-served,sultan-playgrounds-rule_based
playgrounds,Charlottenburg-Wilmersdorf,,sultan-playgrounds-rule_based
playgrounds,Mitte,,sultan-playgrounds-rule_based
playgrounds,Pankow,,sultan-playgrounds-rule_based
playgrounds,Reinickendorf,#well-served,sultan-playgrounds-rule_based
playgrounds,Steglitz-Zehlendorf,#well-served,sultan-playgrounds-rule_based
playgrounds,Treptow-Köpenick,#well-served,sultan-playgrounds-rule_based
playgrounds,Spandau,#well-served,sultan-playgrounds-rule_based
pools,Pankow,"#low-pool-density,#nine-pools,#no-pools-per-capita",sultan-pools-llm
pools,Reinickendorf,"#low-pool-density,#high-pool-count,#underserved-district,#recreational-deficit,#amenity-shortage,#public-access-focus",sultan-pools-llm
pools,Steglitz-Zehlendorf,"#low-pool-density,#no-public-pools,#high-pool-shortage,#pool-deserts,#under-resourced-pools,#pool-inequity",sultan-pools-llm
pools,Friedrichshain-Kreuzberg,"#low-pool-density,#high-number-of-pools,#community-focused-recreation",sultan-pools-llm
pools,Neukölln,"#low-pool-density,#limited-access,#community-amenities,#public-services,#recreational-infrastructure",sultan-pools-llm
pools,Marzahn-Hellersdorf,"#low-pool-access,#limited-recreation,#community-amenities-scarce,#urban-resource-deficit",sultan-pools-llm
pools,Lichtenberg,"#low-pool-density,#high-number-of-pools,#under-serviced-district",sultan-pools-llm
pools,Treptow-Köpenick,"#underserviced-district,#low-pool-access,#public-pool-shortage,#community-amenity-deficit",sultan-pools-llm
pools,Tempelhof-Schöneberg,"#low-pool-access,#undersupplied-district,#8-pools,#no-pools-per-capita",sultan-pools-llm
pools,Spandau,"#low-pool-density,#adequate-pool-number,#community-pools,#public-pools,#recreational-pools,#district-pools",sultan-pools-llm
pools,Mitte,"#low-pool-density,#high-pool-per-capita,#pool-rich,#9-pools,#underdeveloped-aquatics,#ample-swimming",sultan-pools-llm
pools,Charlottenburg-Wilmersdorf,"#low-pools-per-capita,#high-number-of-pools,#pool-density-issue,#district-amenities",sultan-pools-llm
pools,Spandau,"#well-served,#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Reinickendorf,"#well-served,#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Marzahn-Hellersdorf,"#well-served,#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Pankow,"#underserved,#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Mitte,"#underserved,#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Tempelhof-Schöneberg,"#underserved,#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Steglitz-Zehlendorf,"#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Treptow-Köpenick,"#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Neukölln,"#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Friedrichshain-Kreuzberg,"#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Lichtenberg,"#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Charlottenburg-Wilmersdorf,"#high-variability,#right-skewed-distribution,#has-outliers-1,#wide-value-range",sultan-pools-react
pools,Pankow,,sultan-pools-rule_based
pools,Reinickendorf,#well-served,sultan-pools-rule_based
pools,Steglitz-Zehlendorf,#well-served,sultan-pools-rule_based
pools,Friedrichshain-Kreuzberg,#well-served,sultan-pools-rule_based
pools,Neukölln,,sultan-pools-rule_based
pools,Marzahn-Hellersdorf,#well-served,sultan-pools-rule_based
pools,Lichtenberg,,sultan-pools-rule_based
pools,Treptow-Köpenick,#well-served,sultan-pools-rule_based
pools,Tempelhof-Schöneberg,,sultan-pools-rule_based
pools,Spandau,#well-served,sultan-pools-rule_based
pools,Mitte,,sultan-pools-rule_based
pools,Charlottenburg-Wilmersdorf,,sultan-pools-rule_based
rent_stats_per_neighborhood,Friedrichshain-Kreuzberg,"#low-rent-per-capita,#high-rent-stat-density",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Pankow,"#low-rent-per-capita,#high-rent-stat-density,#many-rent-stats",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Charlottenburg-Wilmersdorf,"#low-rent-stats,#high-neighborhood-density",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Treptow-Köpenick,"#low-rent-per-capita,#many-rent-stats,#data-rich,#zero-rent-per-capita",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Neukölln,"#low-rent-per-capita,#neighborhood-rent-stats,#high-volume-rent-data",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Tempelhof-Schöneberg,"#low-rent-per-capita,#high-number-of-rent-stats,#neighborhood-rent-data,#comprehensive-rental-analysis,#urban-rent-density,#statistical-rental-coverage",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Marzahn-Hellersdorf,"#low-rent,#data-rich,#neighborhood-level,#uniform-rent,#consistent-stats,#ample-data",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Spandau,"#low-rent-data,#neighborhood-rent-stats,#abundant-rent-data",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Mitte,"#low-rent-per-capita,#high-number-of-rent-stats",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Lichtenberg,"#low-rent,#high-density-stats,#neighborhood-analysis,#rent-data",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Reinickendorf,"#low-rent-per-capita,#multiple-rent-stats,#data-rich-neighborhoods",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Steglitz-Zehlendorf,"#low-rent-density,#neighborhood-focused-data,#high-neighborhood-count",sultan-rent_stats_per_neighborhood-llm
rent_stats_per_neighborhood,Friedrichshain-Kreuzberg,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Pankow,,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Charlottenburg-Wilmersdorf,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Treptow-Köpenick,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Neukölln,,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Tempelhof-Schöneberg,,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Marzahn-Hellersdorf,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Spandau,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Mitte,,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Lichtenberg,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Reinickendorf,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Steglitz-Zehlendorf,#well-served,sultan-rent_stats_per_neighborhood-react
rent_stats_per_neighborhood,Friedrichshain-Kreuzberg,#well-served,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Pankow,,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Charlottenburg-Wilmersdorf,,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Treptow-Köpenick,#well-served,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Neukölln,,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Tempelhof-Schöneberg,,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Marzahn-Hellersdorf,#well-served,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Spandau,#well-served,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Mitte,,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Lichtenberg,,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Reinickendorf,#well-served,sultan-rent_stats_per_neighborhood-rule_based
rent_stats_per_neighborhood,Steglitz-Zehlendorf,#well-served,sultan-rent_stats_per_neighborhood-rule_based
sbahn,Friedrichshain-Kreuzberg,"#zero-sbahn-per-capita,#high-sbahn-density,#transit-rich-district,#infrastructure-heavy",sultan-sbahn-llm
sbahn,Pankow,"#low-sbahn-per-capita,#high-sbahn-density,#transit-infrastructure,#urban-planning",sultan-sbahn-llm
sbahn,Treptow-Köpenick,"#high-sbahn-density,#low-sbahn-per-capita",sultan-sbahn-llm
sbahn,Neukölln,"#low-sbahn-per-capita,#high-sbahn-density,#sbahn-rich-district,#transit-focused-area",sultan-sbahn-llm
sbahn,Tempelhof-Schöneberg,"#low-sbahn-per-capita,#high-sbahn-density,#transport-infrastructure",sultan-sbahn-llm
sbahn,Marzahn-Hellersdorf,"#low-sbahn-per-capita,#high-sbahn-density,#district-sbahn-stats",sultan-sbahn-llm
sbahn,Lichtenberg,"#low-sbahn-per-capita,#high-sbahn-density,#transit-rich,#dense-transit-network",sultan-sbahn-llm
sbahn,Reinickendorf,"#low-sbahn-per-capita,#high-sbahn-density,#suburban-sbahn-access,#public-transit-provision,#transportation-infrastructure",sultan-sbahn-llm
sbahn,Steglitz-Zehlendorf,"#low-sbahn-per-capita,#high-sbahn-count,#district-sbahn-analysis",sultan-sbahn-llm
sbahn,Charlottenburg-Wilmersdorf,"#low-sbahn-per-capita,#high-sbahn-density,#suburban-sbahn-count,#transit-rich-district,#infrastructure-heavy,#community-transit",sultan-sbahn-llm
sbahn,Spandau,"#low-sbahn-per-capita,#multiple-sbahn,#limited-access-sbahn,#infrastructure-heavy",sultan-sbahn-llm
sbahn,Mitte,"#low-sbahn-per-capita,#high-sbahn-density,#45-sbahn-district",sultan-sbahn-llm
sbahn,Friedrichshain-Kreuzberg,,sultan-sbahn-react
sbahn,Pankow,#underserved,sultan-sbahn-react
sbahn,Treptow-Köpenick,#well-served,sultan-sbahn-react
sbahn,Neukölln,,sultan-sbahn-react
sbahn,Tempelhof-Schöneberg,#underserved,sultan-sbahn-react
sbahn,Marzahn-Hellersdorf,#well-served,sultan-sbahn-react
sbahn,Lichtenberg,,sultan-sbahn-react
sbahn,Reinickendorf,#well-served,sultan-sbahn-react
sbahn,Steglitz-Zehlendorf,,sultan-sbahn-react
sbahn,Charlottenburg-Wilmersdorf,,sultan-sbahn-react
sbahn,Spandau,#well-served,sultan-sbahn-react
sbahn,Mitte,#underserved,sultan-sbahn-react
sbahn,Friedrichshain-Kreuzberg,#well-served,sultan-sbahn-rule_based
sbahn,Pankow,,sultan-sbahn-rule_based
sbahn,Treptow-Köpenick,#well-served,sultan-sbahn-rule_based
sbahn,Neukölln,,sultan-sbahn-rule_based
sbahn,Tempelhof-Schöneberg,,sultan-sbahn-rule_based
sbahn,Marzahn-Hellersdorf,#well-served,sultan-sbahn-rule_based
sbahn,Lichtenberg,,sultan-sbahn-rule_based
sbahn,Reinickendorf,#well-served,sultan-sbahn-rule_based
sbahn,Steglitz-Zehlendorf,#well-served,sultan-sbahn-rule_based
sbahn,Charlottenburg-Wilmersdorf,,sultan-sbahn-rule_based
sbahn,Spandau,#well-served,sultan-sbahn-rule_based
sbahn,Mitte,,sultan-sbahn-rule_based
ubahn,Friedrichshain-Kreuzberg,"#low-ubahn-density,#high-ubahn-number",sultan-ubahn-llm
ubahn,Pankow,"#zero-ubahn-per-capita,#low-ubahn-density,#limited-transit-access",sultan-ubahn-llm
ubahn,Charlottenburg-Wilmersdorf,"#low-ubahn-density,#high-ubahn-count,#ubahn-availability",sultan-ubahn-llm
ubahn,Neukölln,"#zero-ubahn-per-capita,#high-ubahn-density,#ubahn-rich-district",sultan-ubahn-llm
ubahn,Tempelhof-Schöneberg,"#low-ubahn-per-capita,#high-ubahn-density,#transit-rich",sultan-ubahn-llm
ubahn,Marzahn-Hellersdorf,"#no-ubahn-per-capita,#low-ubahn-density,#ubahn-rich",sultan-ubahn-llm
ubahn,Spandau,"#low-ubahn-density,#ubahn-rich,#suburban-transit",sultan-ubahn-llm
ubahn,Mitte,"#zero-ubahn-per-capita,#high-ubahn-density,#subway-rich,#ample-subways,#transit-heavy,#underground-network",sultan-ubahn-llm
ubahn,Lichtenberg,"#low-ubahn-per-capita,#few-ubahn",sultan-ubahn-llm
ubahn,Reinickendorf,"#low-ubahn-per-capita,#high-ubahn-count",sultan-ubahn-llm
ubahn,Steglitz-Zehlendorf,"#no-ubahn-per-capita,#low-ubahn-density,#ubahn-rich-district",sultan-ubahn-llm
ubahn,Spandau,#well-served,sultan-ubahn-react
ubahn,Reinickendorf,#well-served,sultan-ubahn-react
ubahn,Marzahn-Hellersdorf,#well-served,sultan-ubahn-react
ubahn,Pankow,#underserved,sultan-ubahn-react
ubahn,Mitte,#underserved,sultan-ubahn-react
ubahn,Tempelhof-Schöneberg,#underserved,sultan-ubahn-react
ubahn,Friedrichshain-Kreuzberg,#well-served,sultan-ubahn-rule_based
ubahn,Pankow,,sultan-ubahn-rule_based
ubahn,Charlottenburg-Wilmersdorf,,sultan-ubahn-rule_based
ubahn,Neukölln,,sultan-ubahn-rule_based
ubahn,Tempelhof-Schöneberg,,sultan-ubahn-rule_based
ubahn,Marzahn-Hellersdorf,#well-served,sultan-ubahn-rule_based
ubahn,Spandau,#well-served,sultan-ubahn-rule_based
ubahn,Mitte,,sultan-ubahn-rule_based
ubahn,Lichtenberg,,sultan-ubahn-rule_based
ubahn,Reinickendorf,#well-served,sultan-ubahn-rule_based
ubahn,Steglitz-Zehlendorf,#well-served,sultan-ubahn-rule_based
universities,Pankow,"#low-university-density,#limited-university-access,#two-universities",sultan-universities-llm
universities,Lichtenberg,"#low-university-density,#few-universities,#university-scarcity",sultan-universities-llm
universities,Steglitz-Zehlendorf,"#low-university-density,#sparse-universities,#limited-higher-ed,#under-served-education,#under-resourced-district,#few-academic-centers",sultan-universities-llm
universities,Friedrichshain-Kreuzberg,"#low-university-density,#university-scarce,#limited-higher-education,#few-universities,#two-universities,#under-universitied",sultan-universities-llm
universities,Treptow-Köpenick,"#low-university-per-capita,#limited-university-access,#two-universities-district",sultan-universities-llm
universities,Neukölln,"#low-university-density,#single-university-district,#scarce-higher-education",sultan-universities-llm
universities,Tempelhof-Schöneberg,"#low-university-district,#single-university-district,#rural-university-access,#limited-higher-ed,#sparse-university-presence,#under-resourced-higher-ed",sultan-universities-llm
universities,Marzahn-Hellersdorf,"#low-university-density,#single-university-district,#university-scarce",sultan-universities-llm
universities,Charlottenburg-Wilmersdorf,"#universities-high-density,#universities-many,#universities-per-area",sultan-universities-llm
universities,Mitte,"#high-university-density,#under-universities-per-capita,#university-rich-district",sultan-universities-llm
universities,Marzahn-Hellersdorf,#well-served,sultan-universities-react
universities,Friedrichshain-Kreuzberg,#well-served,sultan-universities-react
universities,Treptow-Köpenick,#well-served,sultan-universities-react
universities,Pankow,#underserved,sultan-universities-react
universities,Mitte,#underserved,sultan-universities-react
universities,Tempelhof-Schöneberg,#underserved,sultan-universities-react
universities,Neukölln,#underserved,sultan-universities-react
universities,Charlottenburg-Wilmersdorf,#well-served,sultan-universities-react
universities,Steglitz-Zehlendorf,#well-served,sultan-universities-react
universities,Pankow,,sultan-universities-rule_based
universities,Lichtenberg,#well-served,sultan-universities-rule_based
universities,Steglitz-Zehlendorf,#well-served,sultan-universities-rule_based
universities,Friedrichshain-Kreuzberg,#well-served,sultan-universities-rule_based
universities,Treptow-Köpenick,#well-served,sultan-universities-rule_based
universities,Neukölln,,sultan-universities-rule_based
universities,Tempelhof-Schöneberg,,sultan-universities-rule_based
universities,Marzahn-Hellersdorf,#well-served,sultan-universities-rule_based
universities,Charlottenburg-Wilmersdorf,,sultan-universities-rule_based
universities,Mitte,,sultan-universities-rule_based
venues,Lichtenberg,"#low-density,#high-venue-count,#community-resources,#event-space,#public-amenities,#local-business",sultan-venues-llm
venues,Friedrichshain-Kreuzberg,"#high-venue-density,#1279-venues,#abundant-amenities",sultan-venues-llm
venues,Neukölln,"#low-venue-density,#high-venue-count",sultan-venues-llm
venues,Tempelhof-Schöneberg,"#low-venue-density,#high-venue-count",sultan-venues-llm
venues,Marzahn-Hellersdorf,"#low-venue-density,#high-venue-count",sultan-venues-llm
venues,Charlottenburg-Wilmersdorf,"#low-venue-density,#high-venue-count,#urban-centric,#abundant-amenities,#well-serviced,#population-dense",sultan-venues-llm
venues,Mitte,"#high-venue-density,#dense-venue-network,#abundant-venues,#saturation-point,#venue-rich,#exhaustive-coverage",sultan-venues-llm
venues,Pankow,"#undersupplied-venues,#venue-rich-district,#high-venue-density",sultan-venues-llm
venues,Reinickendorf,"#low-venue-density,#high-venue-count",sultan-venues-llm
venues,Steglitz-Zehlendorf,"#low-venue-count,#high-population-density,#sparse-entertainment,#service-based-economy",sultan-venues-llm
venues,Treptow-Köpenick,"#high-venue-density,#low-population-density,#suburban-venue-mix,#community-focused",sultan-venues-llm
venues,Spandau,"#low-venue-density,#high-venue-count,#district-performance",sultan-venues-llm
venues,Spandau,"#well-served,#high-variability,#wide-value-range",sultan-venues-react
venues,Reinickendorf,"#well-served,#high-variability,#wide-value-range",sultan-venues-react
venues,Marzahn-Hellersdorf,"#well-served,#high-variability,#wide-value-range",sultan-venues-react
venues,Pankow,"#underserved,#high-variability,#wide-value-range",sultan-venues-react
venues,Mitte,"#underserved,#high-variability,#wide-value-range",sultan-venues-react
venues,Tempelhof-Schöneberg,"#underserved,#high-variability,#wide-value-range",sultan-venues-react
venues,Friedrichshain-Kreuzberg,"#high-variability,#wide-value-range",sultan-venues-react
venues,Charlottenburg-Wilmersdorf,"#high-variability,#wide-value-range",sultan-venues-react
venues,Lichtenberg,"#high-variability,#wide-value-range",sultan-venues-react
venues,Steglitz-Zehlendorf,"#high-variability,#wide-value-range",sultan-venues-react
venues,Treptow-Köpenick,"#high-variability,#wide-value-range",sultan-venues-react
venues,Neukölln,"#high-variability,#wide-value-range",sultan-venues-react
venues,Lichtenberg,,sultan-venues-rule_based
venues,Friedrichshain-Kreuzberg,#well-served,sultan-venues-rule_based
venues,Neukölln,,sultan-venues-rule_based
venues,Tempelhof-Schöneberg,,sultan-venues-rule_based
venues,Marzahn-Hellersdorf,#well-served,sultan-venues-rule_based
venues,Charlottenburg-Wilmersdorf,,sultan-venues-rule_based
venues,Mitte,,sultan-venues-rule_based
venues,Pankow,,sultan-venues-rule_based
venues,Reinickendorf,#well-served,sultan-venues-rule_based
venues,Steglitz-Zehlendorf,#well-served,sultan-venues-rule_based
venues,Treptow-Köpenick,#well-served,sultan-venues-rule_based
venues,Spandau,#well-served,sultan-venues-rule_based
